Phi[deg],Theta[deg],dB(GainTotal)
29,165,1.37100
30,165,1.37401
31,165,1.37722
32,165,1.38044
33,165,1.38383
34,165,1.38723
35,165,1.39078
36,165,1.39433
37,165,1.39803
38,165,1.40172
39,165,1.40552
40,165,1.40932
41,165,1.41321
42,165,1.41710
43,165,1.42105
44,165,1.42501
45,165,1.42900
46,165,1.43300
47,165,1.43701
48,165,1.44102
49,165,1.44503
50,165,1.44903
51,165,1.45300
52,165,1.45697
53,165,1.46089
54,165,1.46481
55,165,1.46865
56,165,1.47249
57,165,1.47623
58,165,1.47996
59,165,1.48359
60,165,1.48720
61,165,1.49068
62,165,1.49416
63,165,1.49748
64,165,1.50080
65,165,1.50393
66,165,1.50707
67,165,1.51001
68,165,1.51294
69,165,1.51567
70,165,1.51839
71,165,1.52089
72,165,1.52338
73,165,1.52563
74,165,1.52788
75,165,1.52988
76,165,1.53187
77,165,1.53360
78,165,1.53533
79,165,1.53678
80,165,1.53823
81,165,1.53940
82,165,1.54056
83,165,1.54144
84,165,1.54231
85,165,1.54290
86,165,1.54347
87,165,1.54375
88,165,1.54404
89,165,1.54402
90,165,1.54400
91,165,1.54368
92,165,1.54336
93,165,1.54273
94,165,1.54211
95,165,1.54120
96,165,1.54028
97,165,1.53907
98,165,1.53787
99,165,1.53638
100,165,1.53489
101,165,1.53312
102,165,1.53135
103,165,1.52932
104,165,1.52729
105,165,1.52500
106,165,1.52271
107,165,1.52018
108,165,1.51765
109,165,1.51489
110,165,1.51213
111,165,1.50916
112,165,1.50618
113,165,1.50301
114,165,1.49985
115,165,1.49650
116,165,1.49315
117,165,1.48964
118,165,1.48613
119,165,1.48249
120,165,1.47885
121,165,1.47508
122,165,1.47131
123,165,1.46745
124,165,1.46359
125,165,1.45965
126,165,1.45571
127,165,1.45171
128,165,1.44772
129,165,1.44370
130,165,1.43968
131,165,1.43566
132,165,1.43163
133,165,1.42763
134,165,1.42362
135,165,1.41966
136,165,1.41569
137,165,1.41179
138,165,1.40790
139,165,1.40410
140,165,1.40029
141,165,1.39660
142,165,1.39291
143,165,1.38936
144,165,1.38582
145,165,1.38243
146,165,1.37904
147,165,1.37583
148,165,1.37263
149,165,1.36963
150,165,1.36664
151,165,1.36387
152,165,1.36110
153,165,1.35858
154,165,1.35606
155,165,1.35380
156,165,1.35154
157,165,1.34957
158,165,1.34760
159,165,1.34594
160,165,1.34427
161,165,1.34292
162,165,1.34157
163,165,1.34055
164,165,1.33953
165,165,1.33885
166,165,1.33818
167,165,1.33785
168,165,1.33753
169,165,1.33757
170,165,1.33762
171,165,1.33803
172,165,1.33845
173,165,1.33924
174,165,1.34003
175,165,1.34120
176,165,1.34237
177,165,1.34393
178,165,1.34548
179,165,1.34742
180,165,1.34936
-180,166,1.39094
-179,166,1.39311
-178,166,1.39527
-177,166,1.39776
-176,166,1.40024
-175,166,1.40305
-174,166,1.40586
-173,166,1.40898
-172,166,1.41211
-171,166,1.41554
-170,166,1.41897
-169,166,1.42270
-168,166,1.42643
-167,166,1.43044
-166,166,1.43445
-165,166,1.43873
-164,166,1.44302
-163,166,1.44756
-162,166,1.45210
-161,166,1.45688
-160,166,1.46166
-159,166,1.46666
-158,166,1.47167
-157,166,1.47688
-156,166,1.48209
-155,166,1.48748
-154,166,1.49288
-153,166,1.49844
-152,166,1.50400
-151,166,1.50970
-150,166,1.51541
-149,166,1.52124
-148,166,1.52707
-147,166,1.53300
-146,166,1.53892
-145,166,1.54492
-144,166,1.55092
-143,166,1.55696
-142,166,1.56301
-141,166,1.56909
-140,166,1.57517
-139,166,1.58125
-138,166,1.58732
-137,166,1.59337
-136,166,1.59943
-135,166,1.60543
-134,166,1.61144
-133,166,1.61737
-132,166,1.62330
-131,166,1.62913
-130,166,1.63497
-129,166,1.64068
-128,166,1.64640
-127,166,1.65197
-126,166,1.65753
-125,166,1.66293
-124,166,1.66833
-123,166,1.67354
-122,166,1.67875
-121,166,1.68375
-120,166,1.68874
-119,166,1.69351
-118,166,1.69827
-117,166,1.70278
-116,166,1.70729
-115,166,1.71153
-114,166,1.71577
-113,166,1.71972
-112,166,1.72367
-111,166,1.72731
-110,166,1.73096
-109,166,1.73429
-108,166,1.73761
-107,166,1.74060
-106,166,1.74359
-105,166,1.74623
-104,166,1.74888
-103,166,1.75117
-102,166,1.75346
-101,166,1.75538
-100,166,1.75730
-99,166,1.75884
-98,166,1.76039
-97,166,1.76155
-96,166,1.76272
-95,166,1.76350
-94,166,1.76428
-93,166,1.76467
-92,166,1.76506
-91,166,1.76506
-90,166,1.76505
-89,166,1.76466
-88,166,1.76427
-87,166,1.76349
-86,166,1.76271
-85,166,1.76154
-84,166,1.76038
-83,166,1.75883
-82,166,1.75728
-81,166,1.75536
-80,166,1.75344
-79,166,1.75115
-78,166,1.74886
-77,166,1.74622
-76,166,1.74357
-75,166,1.74057
-74,166,1.73758
-73,166,1.73426
-72,166,1.73093
-71,166,1.72729
-70,166,1.72364
-69,166,1.71969
-68,166,1.71573
-67,166,1.71149
-66,166,1.70725
-65,166,1.70274
-64,166,1.69822
-63,166,1.69346
-62,166,1.68869
-61,166,1.68370
-60,166,1.67870
-59,166,1.67349
-58,166,1.66828
-57,166,1.66288
-56,166,1.65747
-55,166,1.65190
-54,166,1.64634
-53,166,1.64062
-52,166,1.63491
-51,166,1.62908
-50,166,1.62324
-49,166,1.61731
-48,166,1.61138
-47,166,1.60537
-46,166,1.59937
-45,166,1.59332
-44,166,1.58726
-43,166,1.58119
-42,166,1.57511
-41,166,1.56904
-40,166,1.56297
-39,166,1.55693
-38,166,1.55088
-37,166,1.54489
-36,166,1.53889
-35,166,1.53297
-34,166,1.52705
-33,166,1.52123
-32,166,1.51541
-31,166,1.50971
-30,166,1.50402
-29,166,1.49847
-28,166,1.49292
-27,166,1.48754
-26,166,1.48215
-25,166,1.47695
-24,166,1.47175
-23,166,1.46676
-22,166,1.46177
-21,166,1.45701
-20,166,1.45224
-19,166,1.44772
-18,166,1.44320
-17,166,1.43893
-16,166,1.43467
-15,166,1.43067
-14,166,1.42668
-13,166,1.42298
-12,166,1.41927
-11,166,1.41587
-10,166,1.41246
-9,166,1.40936
-8,166,1.40626
-7,166,1.40348
-6,166,1.40069
-5,166,1.39823
-4,166,1.39576
-3,166,1.39362
-2,166,1.39149
-1,166,1.38969
0,166,1.38788
1,166,1.38641
2,166,1.38494
3,166,1.38380
4,166,1.38265
5,166,1.38184
6,166,1.38104
7,166,1.38055
8,166,1.38007
9,166,1.37991
10,166,1.37975
11,166,1.37990
12,166,1.38006
13,166,1.38053
14,166,1.38099
15,166,1.38176
16,166,1.38252
17,166,1.38357
18,166,1.38462
19,166,1.38594
20,166,1.38727
21,166,1.38885
22,166,1.39044
23,166,1.39227
24,166,1.39411
25,166,1.39618
26,166,1.39825
27,166,1.40054
28,166,1.40282
29,166,1.40530
30,166,1.40778
31,166,1.41045
32,166,1.41311
33,166,1.41594
34,166,1.41876
35,166,1.42172
36,166,1.42469
37,166,1.42778
38,166,1.43086
39,166,1.43405
40,166,1.43724
41,166,1.44051
42,166,1.44378
43,166,1.44711
44,166,1.45044
45,166,1.45381
46,166,1.45718
47,166,1.46056
48,166,1.46395
49,166,1.46734
50,166,1.47072
51,166,1.47409
52,166,1.47745
53,166,1.48076
54,166,1.48408
55,166,1.48734
56,166,1.49060
57,166,1.49377
58,166,1.49694
59,166,1.50001
60,166,1.50309
61,166,1.50604
62,166,1.50900
63,166,1.51182
64,166,1.51464
65,166,1.51731
66,166,1.51998
67,166,1.52248
68,166,1.52498
69,166,1.52730
70,166,1.52962
71,166,1.53174
72,166,1.53386
73,166,1.53578
74,166,1.53770
75,166,1.53940
76,166,1.54110
77,166,1.54257
78,166,1.54404
79,166,1.54528
80,166,1.54652
81,166,1.54751
82,166,1.54851
83,166,1.54926
84,166,1.55000
85,166,1.55050
86,166,1.55099
87,166,1.55123
88,166,1.55146
89,166,1.55145
90,166,1.55143
91,166,1.55116
92,166,1.55088
93,166,1.55035
94,166,1.54982
95,166,1.54903
96,166,1.54825
97,166,1.54722
98,166,1.54619
99,166,1.54492
100,166,1.54365
101,166,1.54214
102,166,1.54063
103,166,1.53890
104,166,1.53716
105,166,1.53521
106,166,1.53326
107,166,1.53111
108,166,1.52895
109,166,1.52660
110,166,1.52425
111,166,1.52171
112,166,1.51918
113,166,1.51648
114,166,1.51379
115,166,1.51094
116,166,1.50809
117,166,1.50511
118,166,1.50213
119,166,1.49904
120,166,1.49594
121,166,1.49274
122,166,1.48954
123,166,1.48626
124,166,1.48299
125,166,1.47965
126,166,1.47631
127,166,1.47293
128,166,1.46955
129,166,1.46615
130,166,1.46275
131,166,1.45935
132,166,1.45595
133,166,1.45257
134,166,1.44920
135,166,1.44586
136,166,1.44252
137,166,1.43925
138,166,1.43597
139,166,1.43278
140,166,1.42959
141,166,1.42650
142,166,1.42342
143,166,1.42046
144,166,1.41749
145,166,1.41467
146,166,1.41185
147,166,1.40919
148,166,1.40654
149,166,1.40407
150,166,1.40160
151,166,1.39933
152,166,1.39706
153,166,1.39500
154,166,1.39295
155,166,1.39113
156,166,1.38931
157,166,1.38774
158,166,1.38617
159,166,1.38487
160,166,1.38356
161,166,1.38253
162,166,1.38150
163,166,1.38076
164,166,1.38002
165,166,1.37959
166,166,1.37915
167,166,1.37902
168,166,1.37888
169,166,1.37907
170,166,1.37926
171,166,1.37976
172,166,1.38027
173,166,1.38111
174,166,1.38195
175,166,1.38312
176,166,1.38428
177,166,1.38578
178,166,1.38728
179,166,1.38911
180,166,1.39094
-180,167,1.42702
-179,167,1.42903
-178,167,1.43103
-177,167,1.43331
-176,167,1.43560
-175,167,1.43816
-174,167,1.44073
-173,167,1.44356
-172,167,1.44639
-171,167,1.44949
-170,167,1.45260
-169,167,1.45595
-168,167,1.45931
-167,167,1.46291
-166,167,1.46651
-165,167,1.47035
-164,167,1.47418
-163,167,1.47824
-162,167,1.48229
-161,167,1.48656
-160,167,1.49082
-159,167,1.49528
-158,167,1.49974
-157,167,1.50437
-156,167,1.50900
-155,167,1.51379
-154,167,1.51858
-153,167,1.52351
-152,167,1.52845
-151,167,1.53350
-150,167,1.53856
-149,167,1.54371
-148,167,1.54888
-147,167,1.55412
-146,167,1.55936
-145,167,1.56467
-144,167,1.56997
-143,167,1.57531
-142,167,1.58066
-141,167,1.58602
-140,167,1.59139
-139,167,1.59675
-138,167,1.60211
-137,167,1.60746
-136,167,1.61280
-135,167,1.61810
-134,167,1.62339
-133,167,1.62862
-132,167,1.63385
-131,167,1.63899
-130,167,1.64413
-129,167,1.64917
-128,167,1.65421
-127,167,1.65911
-126,167,1.66401
-125,167,1.66876
-124,167,1.67352
-123,167,1.67811
-122,167,1.68269
-121,167,1.68710
-120,167,1.69149
-119,167,1.69569
-118,167,1.69988
-117,167,1.70385
-116,167,1.70782
-115,167,1.71155
-114,167,1.71529
-113,167,1.71876
-112,167,1.72224
-111,167,1.72545
-110,167,1.72866
-109,167,1.73158
-108,167,1.73450
-107,167,1.73714
-106,167,1.73977
-105,167,1.74209
-104,167,1.74442
-103,167,1.74643
-102,167,1.74845
-101,167,1.75014
-100,167,1.75183
-99,167,1.75319
-98,167,1.75454
-97,167,1.75557
-96,167,1.75659
-95,167,1.75728
-94,167,1.75797
-93,167,1.75831
-92,167,1.75866
-91,167,1.75865
-90,167,1.75865
-89,167,1.75831
-88,167,1.75796
-87,167,1.75728
-86,167,1.75659
-85,167,1.75556
-84,167,1.75454
-83,167,1.75318
-82,167,1.75182
-81,167,1.75013
-80,167,1.74844
-79,167,1.74642
-78,167,1.74441
-77,167,1.74208
-76,167,1.73976
-75,167,1.73712
-74,167,1.73449
-73,167,1.73156
-72,167,1.72864
-71,167,1.72543
-70,167,1.72222
-69,167,1.71874
-68,167,1.71527
-67,167,1.71153
-66,167,1.70780
-65,167,1.70383
-64,167,1.69985
-63,167,1.69566
-62,167,1.69146
-61,167,1.68707
-60,167,1.68267
-59,167,1.67808
-58,167,1.67349
-57,167,1.66874
-56,167,1.66398
-55,167,1.65908
-54,167,1.65417
-53,167,1.64914
-52,167,1.64411
-51,167,1.63897
-50,167,1.63382
-49,167,1.62860
-48,167,1.62337
-47,167,1.61807
-46,167,1.61278
-45,167,1.60744
-44,167,1.60210
-43,167,1.59674
-42,167,1.59138
-41,167,1.58602
-40,167,1.58066
-39,167,1.57532
-38,167,1.56997
-37,167,1.56468
-36,167,1.55938
-35,167,1.55415
-34,167,1.54891
-33,167,1.54376
-32,167,1.53861
-31,167,1.53356
-30,167,1.52851
-29,167,1.52359
-28,167,1.51866
-27,167,1.51388
-26,167,1.50910
-25,167,1.50448
-24,167,1.49986
-23,167,1.49542
-22,167,1.49098
-21,167,1.48673
-20,167,1.48247
-19,167,1.47843
-18,167,1.47439
-17,167,1.47058
-16,167,1.46676
-15,167,1.46317
-14,167,1.45959
-13,167,1.45625
-12,167,1.45291
-11,167,1.44984
-10,167,1.44676
-9,167,1.44395
-8,167,1.44113
-7,167,1.43859
-6,167,1.43605
-5,167,1.43379
-4,167,1.43152
-3,167,1.42954
-2,167,1.42756
-1,167,1.42587
0,167,1.42417
1,167,1.42277
2,167,1.42136
3,167,1.42025
4,167,1.41913
5,167,1.41830
6,167,1.41747
7,167,1.41692
8,167,1.41638
9,167,1.41611
10,167,1.41585
11,167,1.41586
12,167,1.41587
13,167,1.41614
14,167,1.41642
15,167,1.41696
16,167,1.41750
17,167,1.41829
18,167,1.41907
19,167,1.42010
20,167,1.42114
21,167,1.42239
22,167,1.42365
23,167,1.42512
24,167,1.42660
25,167,1.42828
26,167,1.42996
27,167,1.43183
28,167,1.43370
29,167,1.43574
30,167,1.43778
31,167,1.43999
32,167,1.44219
33,167,1.44454
34,167,1.44688
35,167,1.44936
36,167,1.45183
37,167,1.45441
38,167,1.45699
39,167,1.45966
40,167,1.46233
41,167,1.46508
42,167,1.46782
43,167,1.47062
44,167,1.47342
45,167,1.47626
46,167,1.47911
47,167,1.48196
48,167,1.48481
49,167,1.48768
50,167,1.49053
51,167,1.49338
52,167,1.49622
53,167,1.49903
54,167,1.50184
55,167,1.50460
56,167,1.50736
57,167,1.51005
58,167,1.51274
59,167,1.51535
60,167,1.51796
61,167,1.52047
62,167,1.52297
63,167,1.52537
64,167,1.52777
65,167,1.53004
66,167,1.53231
67,167,1.53443
68,167,1.53655
69,167,1.53853
70,167,1.54050
71,167,1.54231
72,167,1.54411
73,167,1.54574
74,167,1.54738
75,167,1.54882
76,167,1.55027
77,167,1.55152
78,167,1.55278
79,167,1.55383
80,167,1.55489
81,167,1.55573
82,167,1.55658
83,167,1.55722
84,167,1.55785
85,167,1.55827
86,167,1.55869
87,167,1.55889
88,167,1.55909
89,167,1.55907
90,167,1.55906
91,167,1.55883
92,167,1.55859
93,167,1.55814
94,167,1.55768
95,167,1.55702
96,167,1.55635
97,167,1.55547
98,167,1.55459
99,167,1.55351
100,167,1.55242
101,167,1.55114
102,167,1.54985
103,167,1.54837
104,167,1.54690
105,167,1.54524
106,167,1.54358
107,167,1.54174
108,167,1.53990
109,167,1.53790
110,167,1.53590
111,167,1.53375
112,167,1.53159
113,167,1.52930
114,167,1.52700
115,167,1.52459
116,167,1.52216
117,167,1.51963
118,167,1.51710
119,167,1.51447
120,167,1.51185
121,167,1.50913
122,167,1.50642
123,167,1.50364
124,167,1.50087
125,167,1.49804
126,167,1.49521
127,167,1.49235
128,167,1.48949
129,167,1.48662
130,167,1.48374
131,167,1.48088
132,167,1.47801
133,167,1.47516
134,167,1.47232
135,167,1.46951
136,167,1.46670
137,167,1.46395
138,167,1.46120
139,167,1.45852
140,167,1.45585
141,167,1.45327
142,167,1.45069
143,167,1.44822
144,167,1.44575
145,167,1.44341
146,167,1.44107
147,167,1.43887
148,167,1.43667
149,167,1.43464
150,167,1.43260
151,167,1.43074
152,167,1.42888
153,167,1.42721
154,167,1.42555
155,167,1.42408
156,167,1.42262
157,167,1.42138
158,167,1.42013
159,167,1.41912
160,167,1.41811
161,167,1.41734
162,167,1.41656
163,167,1.41605
164,167,1.41553
165,167,1.41528
166,167,1.41502
167,167,1.41503
168,167,1.41504
169,167,1.41533
170,167,1.41562
171,167,1.41619
172,167,1.41675
173,167,1.41761
174,167,1.41846
175,167,1.41960
176,167,1.42074
177,167,1.42217
178,167,1.42360
179,167,1.42531
180,167,1.42702
-180,168,1.46311
-179,168,1.46495
-178,168,1.46679
-177,168,1.46888
-176,168,1.47096
-175,168,1.47328
-174,168,1.47559
-173,168,1.47813
-172,168,1.48068
-171,168,1.48345
-170,168,1.48622
-169,168,1.48921
-168,168,1.49219
-167,168,1.49538
-166,168,1.49857
-165,168,1.50195
-164,168,1.50534
-163,168,1.50892
-162,168,1.51249
-161,168,1.51623
-160,168,1.51998
-159,168,1.52389
-158,168,1.52780
-157,168,1.53186
-156,168,1.53591
-155,168,1.54009
-154,168,1.54428
-153,168,1.54859
-152,168,1.55289
-151,168,1.55730
-150,168,1.56170
-149,168,1.56619
-148,168,1.57068
-147,168,1.57524
-146,168,1.57980
-145,168,1.58441
-144,168,1.58902
-143,168,1.59366
-142,168,1.59830
-141,168,1.60296
-140,168,1.60761
-139,168,1.61226
-138,168,1.61691
-137,168,1.62154
-136,168,1.62617
-135,168,1.63075
-134,168,1.63534
-133,168,1.63987
-132,168,1.64440
-131,168,1.64885
-130,168,1.65330
-129,168,1.65766
-128,168,1.66201
-127,168,1.66625
-126,168,1.67049
-125,168,1.67460
-124,168,1.67871
-123,168,1.68267
-122,168,1.68664
-121,168,1.69044
-120,168,1.69425
-119,168,1.69787
-118,168,1.70149
-117,168,1.70492
-116,168,1.70835
-115,168,1.71158
-114,168,1.71480
-113,168,1.71781
-112,168,1.72081
-111,168,1.72358
-110,168,1.72635
-109,168,1.72887
-108,168,1.73140
-107,168,1.73367
-106,168,1.73594
-105,168,1.73795
-104,168,1.73996
-103,168,1.74170
-102,168,1.74344
-101,168,1.74490
-100,168,1.74636
-99,168,1.74753
-98,168,1.74870
-97,168,1.74958
-96,168,1.75047
-95,168,1.75107
-94,168,1.75166
-93,168,1.75196
-92,168,1.75225
-91,168,1.75225
-90,168,1.75225
-89,168,1.75196
-88,168,1.75166
-87,168,1.75107
-86,168,1.75047
-85,168,1.74958
-84,168,1.74870
-83,168,1.74752
-82,168,1.74635
-81,168,1.74490
-80,168,1.74344
-79,168,1.74170
-78,168,1.73996
-77,168,1.73795
-76,168,1.73594
-75,168,1.73367
-74,168,1.73140
-73,168,1.72887
-72,168,1.72634
-71,168,1.72357
-70,168,1.72080
-69,168,1.71780
-68,168,1.71480
-67,168,1.71158
-66,168,1.70835
-65,168,1.70492
-64,168,1.70149
-63,168,1.69786
-62,168,1.69424
-61,168,1.69044
-60,168,1.68664
-59,168,1.68267
-58,168,1.67871
-57,168,1.67460
-56,168,1.67049
-55,168,1.66625
-54,168,1.66201
-53,168,1.65766
-52,168,1.65331
-51,168,1.64886
-50,168,1.64441
-49,168,1.63989
-48,168,1.63536
-47,168,1.63077
-46,168,1.62619
-45,168,1.62156
-44,168,1.61694
-43,168,1.61230
-42,168,1.60765
-41,168,1.60300
-40,168,1.59835
-39,168,1.59371
-38,168,1.58907
-37,168,1.58447
-36,168,1.57987
-35,168,1.57532
-34,168,1.57077
-33,168,1.56629
-32,168,1.56180
-31,168,1.55740
-30,168,1.55300
-29,168,1.54870
-28,168,1.54441
-27,168,1.54024
-26,168,1.53606
-25,168,1.53201
-24,168,1.52797
-23,168,1.52408
-22,168,1.52018
-21,168,1.51645
-20,168,1.51271
-19,168,1.50915
-18,168,1.50559
-17,168,1.50222
-16,168,1.49885
-15,168,1.49567
-14,168,1.49250
-13,168,1.48953
-12,168,1.48656
-11,168,1.48381
-10,168,1.48106
-9,168,1.47853
-8,168,1.47600
-7,168,1.47371
-6,168,1.47141
-5,168,1.46935
-4,168,1.46728
-3,168,1.46545
-2,168,1.46363
-1,168,1.46205
0,168,1.46047
1,168,1.45913
2,168,1.45779
3,168,1.45670
4,168,1.45561
5,168,1.45476
6,168,1.45390
7,168,1.45330
8,168,1.45269
9,168,1.45232
10,168,1.45194
11,168,1.45181
12,168,1.45167
13,168,1.45176
14,168,1.45185
15,168,1.45216
16,168,1.45248
17,168,1.45301
18,168,1.45353
19,168,1.45426
20,168,1.45500
21,168,1.45593
22,168,1.45686
23,168,1.45798
24,168,1.45909
25,168,1.46038
26,168,1.46167
27,168,1.46313
28,168,1.46458
29,168,1.46618
30,168,1.46779
31,168,1.46954
32,168,1.47128
33,168,1.47314
34,168,1.47501
35,168,1.47699
36,168,1.47897
37,168,1.48104
38,168,1.48312
39,168,1.48528
40,168,1.48743
41,168,1.48965
42,168,1.49187
43,168,1.49414
44,168,1.49641
45,168,1.49872
46,168,1.50103
47,168,1.50335
48,168,1.50568
49,168,1.50801
50,168,1.51035
51,168,1.51267
52,168,1.51500
53,168,1.51730
54,168,1.51960
55,168,1.52186
56,168,1.52412
57,168,1.52633
58,168,1.52854
59,168,1.53069
60,168,1.53283
61,168,1.53489
62,168,1.53695
63,168,1.53892
64,168,1.54089
65,168,1.54276
66,168,1.54463
67,168,1.54638
68,168,1.54813
69,168,1.54975
70,168,1.55138
71,168,1.55287
72,168,1.55436
73,168,1.55571
74,168,1.55706
75,168,1.55825
76,168,1.55944
77,168,1.56047
78,168,1.56151
79,168,1.56238
80,168,1.56325
81,168,1.56395
82,168,1.56465
83,168,1.56517
84,168,1.56570
85,168,1.56604
86,168,1.56639
87,168,1.56655
88,168,1.56672
89,168,1.56670
90,168,1.56669
91,168,1.56649
92,168,1.56630
93,168,1.56593
94,168,1.56555
95,168,1.56500
96,168,1.56445
97,168,1.56372
98,168,1.56299
99,168,1.56210
100,168,1.56120
101,168,1.56013
102,168,1.55907
103,168,1.55785
104,168,1.55663
105,168,1.55526
106,168,1.55389
107,168,1.55237
108,168,1.55085
109,168,1.54920
110,168,1.54755
111,168,1.54577
112,168,1.54400
113,168,1.54211
114,168,1.54022
115,168,1.53823
116,168,1.53624
117,168,1.53416
118,168,1.53207
119,168,1.52991
120,168,1.52775
121,168,1.52552
122,168,1.52329
123,168,1.52102
124,168,1.51874
125,168,1.51642
126,168,1.51411
127,168,1.51177
128,168,1.50943
129,168,1.50709
130,168,1.50474
131,168,1.50240
132,168,1.50007
133,168,1.49775
134,168,1.49543
135,168,1.49316
136,168,1.49088
137,168,1.48866
138,168,1.48643
139,168,1.48427
140,168,1.48211
141,168,1.48003
142,168,1.47796
143,168,1.47599
144,168,1.47401
145,168,1.47215
146,168,1.47028
147,168,1.46854
148,168,1.46680
149,168,1.46520
150,168,1.46360
151,168,1.46216
152,168,1.46071
153,168,1.45942
154,168,1.45814
155,168,1.45703
156,168,1.45593
157,168,1.45501
158,168,1.45410
159,168,1.45338
160,168,1.45266
161,168,1.45215
162,168,1.45163
163,168,1.45134
164,168,1.45104
165,168,1.45097
166,168,1.45089
167,168,1.45105
168,168,1.45120
169,168,1.45159
170,168,1.45198
171,168,1.45261
172,168,1.45323
173,168,1.45410
174,168,1.45497
175,168,1.45609
176,168,1.45720
177,168,1.45856
178,168,1.45991
179,168,1.46151
180,168,1.46311
-180,169,1.49367
-179,169,1.49535
-178,169,1.49703
-177,169,1.49891
-176,169,1.50080
-175,169,1.50288
-174,169,1.50496
-173,169,1.50724
-172,169,1.50952
-171,169,1.51198
-170,169,1.51445
-169,169,1.51710
-168,169,1.51974
-167,169,1.52256
-166,169,1.52538
-165,169,1.52837
-164,169,1.53136
-163,169,1.53450
-162,169,1.53764
-161,169,1.54092
-160,169,1.54421
-159,169,1.54763
-158,169,1.55106
-157,169,1.55460
-156,169,1.55815
-155,169,1.56180
-154,169,1.56546
-153,169,1.56921
-152,169,1.57296
-151,169,1.57680
-150,169,1.58064
-149,169,1.58454
-148,169,1.58845
-147,169,1.59241
-146,169,1.59637
-145,169,1.60037
-144,169,1.60438
-143,169,1.60840
-142,169,1.61242
-141,169,1.61646
-140,169,1.62050
-139,169,1.62453
-138,169,1.62855
-137,169,1.63257
-136,169,1.63658
-135,169,1.64055
-134,169,1.64452
-133,169,1.64843
-132,169,1.65235
-131,169,1.65620
-130,169,1.66004
-129,169,1.66381
-128,169,1.66758
-127,169,1.67124
-126,169,1.67490
-125,169,1.67846
-124,169,1.68201
-123,169,1.68543
-122,169,1.68885
-121,169,1.69214
-120,169,1.69543
-119,169,1.69855
-118,169,1.70168
-117,169,1.70464
-116,169,1.70760
-115,169,1.71038
-114,169,1.71317
-113,169,1.71576
-112,169,1.71835
-111,169,1.72074
-110,169,1.72313
-109,169,1.72531
-108,169,1.72749
-107,169,1.72945
-106,169,1.73141
-105,169,1.73314
-104,169,1.73487
-103,169,1.73637
-102,169,1.73787
-101,169,1.73913
-100,169,1.74039
-99,169,1.74140
-98,169,1.74241
-97,169,1.74317
-96,169,1.74394
-95,169,1.74445
-94,169,1.74496
-93,169,1.74521
-92,169,1.74547
-91,169,1.74547
-90,169,1.74547
-89,169,1.74521
-88,169,1.74496
-87,169,1.74445
-86,169,1.74394
-85,169,1.74318
-84,169,1.74241
-83,169,1.74140
-82,169,1.74039
-81,169,1.73913
-80,169,1.73788
-79,169,1.73637
-78,169,1.73487
-77,169,1.73314
-76,169,1.73141
-75,169,1.72945
-74,169,1.72750
-73,169,1.72531
-72,169,1.72314
-71,169,1.72074
-70,169,1.71836
-69,169,1.71576
-68,169,1.71318
-67,169,1.71040
-66,169,1.70762
-65,169,1.70466
-64,169,1.70169
-63,169,1.69857
-62,169,1.69544
-61,169,1.69216
-60,169,1.68887
-59,169,1.68545
-58,169,1.68203
-57,169,1.67848
-56,169,1.67493
-55,169,1.67127
-54,169,1.66760
-53,169,1.66384
-52,169,1.66008
-51,169,1.65623
-50,169,1.65238
-49,169,1.64847
-48,169,1.64456
-47,169,1.64059
-46,169,1.63662
-45,169,1.63262
-44,169,1.62861
-43,169,1.62459
-42,169,1.62057
-41,169,1.61654
-40,169,1.61251
-39,169,1.60848
-38,169,1.60446
-37,169,1.60047
-36,169,1.59647
-35,169,1.59251
-34,169,1.58856
-33,169,1.58466
-32,169,1.58076
-31,169,1.57693
-30,169,1.57310
-29,169,1.56936
-28,169,1.56561
-27,169,1.56197
-26,169,1.55832
-25,169,1.55479
-24,169,1.55126
-23,169,1.54784
-22,169,1.54443
-21,169,1.54116
-20,169,1.53788
-19,169,1.53475
-18,169,1.53162
-17,169,1.52865
-16,169,1.52568
-15,169,1.52287
-14,169,1.52006
-13,169,1.51743
-12,169,1.51479
-11,169,1.51235
-10,169,1.50989
-9,169,1.50763
-8,169,1.50537
-7,169,1.50330
-6,169,1.50124
-5,169,1.49937
-4,169,1.49750
-3,169,1.49583
-2,169,1.49416
-1,169,1.49270
0,169,1.49124
1,169,1.48998
2,169,1.48873
3,169,1.48768
4,169,1.48664
5,169,1.48579
6,169,1.48494
7,169,1.48431
8,169,1.48367
9,169,1.48324
10,169,1.48280
11,169,1.48257
12,169,1.48233
13,169,1.48229
14,169,1.48225
15,169,1.48239
16,169,1.48254
17,169,1.48287
18,169,1.48320
19,169,1.48371
20,169,1.48421
21,169,1.48489
22,169,1.48556
23,169,1.48639
24,169,1.48723
25,169,1.48821
26,169,1.48920
27,169,1.49032
28,169,1.49145
29,169,1.49270
30,169,1.49395
31,169,1.49533
32,169,1.49671
33,169,1.49819
34,169,1.49967
35,169,1.50125
36,169,1.50283
37,169,1.50449
38,169,1.50616
39,169,1.50789
40,169,1.50962
41,169,1.51142
42,169,1.51321
43,169,1.51505
44,169,1.51689
45,169,1.51877
46,169,1.52064
47,169,1.52253
48,169,1.52442
49,169,1.52633
50,169,1.52823
51,169,1.53013
52,169,1.53202
53,169,1.53391
54,169,1.53579
55,169,1.53764
56,169,1.53949
